timestamp,container,cpu_pct,mem_usage,mem_pct
2026-04-20T18:03:35Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.77MiB / 31.3GiB,0.15%
2026-04-20T18:04:08Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,14.51%,355MiB / 12GiB,2.89%
2026-04-20T18:04:08Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,4.19%,4.117MiB / 256MiB,1.61%
2026-04-20T18:04:08Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,214.65%,2.115GiB / 9GiB,23.50%
2026-04-20T18:04:08Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.70%,2.374GiB / 4GiB,59.35%
2026-04-20T18:04:08Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,29.74MiB / 31.3GiB,0.09%
2026-04-20T18:04:08Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:04:08Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.22%,117.4MiB / 2GiB,5.73%
2026-04-20T18:04:08Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.95%,321.4MiB / 2GiB,15.70%
2026-04-20T18:04:08Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,2.23%,7.223MiB / 1GiB,0.71%
2026-04-20T18:04:08Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.03%,9.891MiB / 512MiB,1.93%
2026-04-20T18:04:08Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.43%,46.32MiB / 4GiB,1.13%
2026-04-20T18:04:08Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.72MiB / 512MiB,9.32%
2026-04-20T18:04:08Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.97%,277.8MiB / 1GiB,27.13%
2026-04-20T18:04:08Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.42%,268.8MiB / 1GiB,26.25%
2026-04-20T18:04:08Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,89.60%,509.9MiB / 1GiB,49.80%
2026-04-20T18:04:08Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.84MiB / 31.3GiB,0.15%
2026-04-20T18:04:41Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,11.75%,356MiB / 12GiB,2.90%
2026-04-20T18:04:41Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.03%,4.098MiB / 256MiB,1.60%
2026-04-20T18:04:41Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.45%,1.924GiB / 9GiB,21.38%
2026-04-20T18:04:41Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.71%,2.374GiB / 4GiB,59.35%
2026-04-20T18:04:41Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,29.77MiB / 31.3GiB,0.09%
2026-04-20T18:04:41Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:04:41Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.17%,117.4MiB / 2GiB,5.73%
2026-04-20T18:04:41Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.78%,321.4MiB / 2GiB,15.70%
2026-04-20T18:04:41Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,1.97%,7.219MiB / 1GiB,0.70%
2026-04-20T18:04:41Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,3.02%,9.887MiB / 512MiB,1.93%
2026-04-20T18:04:41Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.03%,46.32MiB / 4GiB,1.13%
2026-04-20T18:04:41Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.73MiB / 512MiB,9.32%
2026-04-20T18:04:41Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,3.17%,278.9MiB / 1GiB,27.23%
2026-04-20T18:04:41Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.22%,268.8MiB / 1GiB,26.25%
2026-04-20T18:04:41Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,82.11%,313.9MiB / 1GiB,30.65%
2026-04-20T18:04:41Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.84MiB / 31.3GiB,0.15%
2026-04-20T18:05:13Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,4.45%,356MiB / 12GiB,2.90%
2026-04-20T18:05:13Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.01%,4.094MiB / 256MiB,1.60%
2026-04-20T18:05:13Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.49%,1.924GiB / 9GiB,21.38%
2026-04-20T18:05:13Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.72%,2.374GiB / 4GiB,59.36%
2026-04-20T18:05:13Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,29.77MiB / 31.3GiB,0.09%
2026-04-20T18:05:13Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:05:13Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.23%,117.4MiB / 2GiB,5.73%
2026-04-20T18:05:13Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.79%,321.4MiB / 2GiB,15.70%
2026-04-20T18:05:13Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,2.01%,7.738MiB / 1GiB,0.76%
2026-04-20T18:05:13Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.02%,9.891MiB / 512MiB,1.93%
2026-04-20T18:05:13Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.27%,46.33MiB / 4GiB,1.13%
2026-04-20T18:05:13Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,3.40%,47.73MiB / 512MiB,9.32%
2026-04-20T18:05:13Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.68%,277.8MiB / 1GiB,27.13%
2026-04-20T18:05:13Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.26%,268.8MiB / 1GiB,26.25%
2026-04-20T18:05:13Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,14.63%,450.2MiB / 1GiB,43.96%
2026-04-20T18:05:13Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.85MiB / 31.3GiB,0.15%
2026-04-20T18:05:46Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,1.23%,356MiB / 12GiB,2.90%
2026-04-20T18:05:46Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.01%,4.09MiB / 256MiB,1.60%
2026-04-20T18:05:46Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,165.96%,1.924GiB / 9GiB,21.38%
2026-04-20T18:05:46Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.77%,2.374GiB / 4GiB,59.35%
2026-04-20T18:05:46Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,26.64MiB / 31.3GiB,0.08%
2026-04-20T18:05:46Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:05:46Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.27%,117.4MiB / 2GiB,5.73%
2026-04-20T18:05:46Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.85%,321.4MiB / 2GiB,15.70%
2026-04-20T18:05:46Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,2.07%,7.473MiB / 1GiB,0.73%
2026-04-20T18:05:46Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.02%,9.887MiB / 512MiB,1.93%
2026-04-20T18:05:46Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.02%,46.33MiB / 4GiB,1.13%
2026-04-20T18:05:46Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.72MiB / 512MiB,9.32%
2026-04-20T18:05:46Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.89%,278.1MiB / 1GiB,27.15%
2026-04-20T18:05:46Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.21%,268.8MiB / 1GiB,26.25%
2026-04-20T18:05:46Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,2.09%,314.2MiB / 1GiB,30.68%
2026-04-20T18:05:46Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.86MiB / 31.3GiB,0.15%
2026-04-20T18:06:19Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,8.78%,356MiB / 12GiB,2.90%
2026-04-20T18:06:19Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.01%,4.09MiB / 256MiB,1.60%
2026-04-20T18:06:19Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.53%,1.924GiB / 9GiB,21.38%
2026-04-20T18:06:19Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.62%,2.374GiB / 4GiB,59.36%
2026-04-20T18:06:19Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,26.64MiB / 31.3GiB,0.08%
2026-04-20T18:06:19Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:06:19Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.36%,117.4MiB / 2GiB,5.73%
2026-04-20T18:06:19Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.75%,321.4MiB / 2GiB,15.70%
2026-04-20T18:06:19Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,1.93%,7.977MiB / 1GiB,0.78%
2026-04-20T18:06:19Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.02%,9.883MiB / 512MiB,1.93%
2026-04-20T18:06:19Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,1.99%,46.33MiB / 4GiB,1.13%
2026-04-20T18:06:19Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.72MiB / 512MiB,9.32%
2026-04-20T18:06:19Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.80%,277.8MiB / 1GiB,27.13%
2026-04-20T18:06:19Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.28%,268.8MiB / 1GiB,26.25%
2026-04-20T18:06:19Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,3.09%,450.2MiB / 1GiB,43.96%
2026-04-20T18:06:19Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.85MiB / 31.3GiB,0.15%
2026-04-20T18:06:51Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,1.02%,356MiB / 12GiB,2.90%
2026-04-20T18:06:51Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.02%,4.09MiB / 256MiB,1.60%
2026-04-20T18:06:51Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.48%,1.924GiB / 9GiB,21.38%
2026-04-20T18:06:51Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.62%,2.374GiB / 4GiB,59.35%
2026-04-20T18:06:51Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,26.64MiB / 31.3GiB,0.08%
2026-04-20T18:06:51Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:06:51Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.18%,117.4MiB / 2GiB,5.73%
2026-04-20T18:06:51Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.83%,321.4MiB / 2GiB,15.70%
2026-04-20T18:06:51Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,2.08%,7.223MiB / 1GiB,0.71%
2026-04-20T18:06:51Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.03%,9.883MiB / 512MiB,1.93%
2026-04-20T18:06:51Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.02%,46.32MiB / 4GiB,1.13%
2026-04-20T18:06:51Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.72MiB / 512MiB,9.32%
2026-04-20T18:06:51Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.97%,277.8MiB / 1GiB,27.13%
2026-04-20T18:06:51Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.36%,268.8MiB / 1GiB,26.25%
2026-04-20T18:06:51Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,2.11%,313.8MiB / 1GiB,30.65%
2026-04-20T18:06:51Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.85MiB / 31.3GiB,0.15%
2026-04-20T18:07:24Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,1.39%,357.6MiB / 12GiB,2.91%
2026-04-20T18:07:24Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.02%,4.094MiB / 256MiB,1.60%
2026-04-20T18:07:24Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.48%,1.924GiB / 9GiB,21.38%
2026-04-20T18:07:24Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.60%,2.374GiB / 4GiB,59.35%
2026-04-20T18:07:24Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,26.64MiB / 31.3GiB,0.08%
2026-04-20T18:07:24Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:07:24Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.31%,117.4MiB / 2GiB,5.73%
2026-04-20T18:07:24Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.75%,321.4MiB / 2GiB,15.70%
2026-04-20T18:07:24Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,1.95%,7.465MiB / 1GiB,0.73%
2026-04-20T18:07:24Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.02%,9.883MiB / 512MiB,1.93%
2026-04-20T18:07:24Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.01%,46.32MiB / 4GiB,1.13%
2026-04-20T18:07:24Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.72MiB / 512MiB,9.32%
2026-04-20T18:07:24Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.78%,277.8MiB / 1GiB,27.13%
2026-04-20T18:07:24Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.29%,268.8MiB / 1GiB,26.25%
2026-04-20T18:07:24Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,2.28%,449.7MiB / 1GiB,43.92%
2026-04-20T18:07:24Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.86MiB / 31.3GiB,0.15%
2026-04-20T18:07:57Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,0.00%,356MiB / 12GiB,2.90%
2026-04-20T18:07:57Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.02%,4.09MiB / 256MiB,1.60%
2026-04-20T18:07:57Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.45%,1.924GiB / 9GiB,21.38%
2026-04-20T18:07:57Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.75%,2.374GiB / 4GiB,59.35%
2026-04-20T18:07:57Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,29.69MiB / 31.3GiB,0.09%
2026-04-20T18:07:57Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:07:57Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.15%,117.4MiB / 2GiB,5.73%
2026-04-20T18:07:57Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.70%,321.4MiB / 2GiB,15.70%
2026-04-20T18:07:57Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,2.01%,7.219MiB / 1GiB,0.70%
2026-04-20T18:07:57Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.03%,9.883MiB / 512MiB,1.93%
2026-04-20T18:07:57Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.02%,46.32MiB / 4GiB,1.13%
2026-04-20T18:07:57Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.72MiB / 512MiB,9.32%
2026-04-20T18:07:57Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,2.99%,278.2MiB / 1GiB,27.17%
2026-04-20T18:07:57Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.49%,268.8MiB / 1GiB,26.25%
2026-04-20T18:07:57Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,1.54%,313.6MiB / 1GiB,30.62%
2026-04-20T18:07:57Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.86MiB / 31.3GiB,0.15%
2026-04-20T18:08:29Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,0.01%,356MiB / 12GiB,2.90%
2026-04-20T18:08:29Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.01%,4.09MiB / 256MiB,1.60%
2026-04-20T18:08:29Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.55%,1.924GiB / 9GiB,21.38%
2026-04-20T18:08:29Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.60%,2.374GiB / 4GiB,59.35%
2026-04-20T18:08:29Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,29.69MiB / 31.3GiB,0.09%
2026-04-20T18:08:29Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:08:29Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.21%,117.4MiB / 2GiB,5.73%
2026-04-20T18:08:29Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.74%,321.4MiB / 2GiB,15.70%
2026-04-20T18:08:29Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,2.03%,7.484MiB / 1GiB,0.73%
2026-04-20T18:08:29Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.03%,9.887MiB / 512MiB,1.93%
2026-04-20T18:08:29Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.01%,46.32MiB / 4GiB,1.13%
2026-04-20T18:08:29Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.72MiB / 512MiB,9.32%
2026-04-20T18:08:29Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.72%,277.8MiB / 1GiB,27.13%
2026-04-20T18:08:29Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.39%,268.8MiB / 1GiB,26.25%
2026-04-20T18:08:29Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,1.66%,449.7MiB / 1GiB,43.92%
2026-04-20T18:08:29Z,89bf1864880be1818a9b138f876fe913b8dc653649d8367ab356d0d8cb416d55,0.00%,46.85MiB / 31.3GiB,0.15%
2026-04-20T18:09:02Z,8da66479234942dc009ec84e8a3400ff772c3a81a7d3cff0bc9692b5e242bf92,18.93%,356.7MiB / 12GiB,2.90%
2026-04-20T18:09:02Z,b319a3f7c7c16d044477f1836e37bece739792c56820f1477bd3f9c420075f5b,0.01%,4.102MiB / 256MiB,1.60%
2026-04-20T18:09:02Z,31cc36f9d7b820b5a02846978ca10a28a6483a2f5a0bd15a0c515d61ed0376bd,0.53%,1.924GiB / 9GiB,21.38%
2026-04-20T18:09:02Z,8f639fdc8d151413229eca21f87217a559da480dd40abcc549af038a7b53f813,0.64%,2.374GiB / 4GiB,59.35%
2026-04-20T18:09:02Z,88b3bd505d461a68892586d441b55222ba02f719ea3456235cd90ec9ac245ec1,0.00%,29.69MiB / 31.3GiB,0.09%
2026-04-20T18:09:02Z,1ce7a3d06cdb6246f9fc70fa7ff48153c171c197f110f456297e0e7a4e2165eb,0.00%,8.105MiB / 512MiB,1.58%
2026-04-20T18:09:02Z,d6b977384d80c3a57cfb54c5a9c581d5ca880d76c2c1f2bd9cd67f490f67ae25,0.21%,117.4MiB / 2GiB,5.73%
2026-04-20T18:09:02Z,8d5fca34d5443b21d1761f5661daef07d2d9d7e1cb72b8177fe05670e9ae3ba8,0.71%,321.4MiB / 2GiB,15.70%
2026-04-20T18:09:02Z,78eea2df72e77ee0a3b90c68c32171bd6c09ef412139c638b90d4151abbf6f72,4.63%,7.227MiB / 1GiB,0.71%
2026-04-20T18:09:02Z,49b7e2540ff41fa5fef1bd0442ec50cc6a18f1780a6fc0a13bd1aa3c2de5f536,0.04%,9.891MiB / 512MiB,1.93%
2026-04-20T18:09:02Z,10c8496a280e3ec370eaf98ce0db6f74ebfc25b13118e4608a510cc2fb034794,0.03%,46.32MiB / 4GiB,1.13%
2026-04-20T18:09:02Z,707bd8a231a551b4a56b4248ed1915e574f25be6b63f66effcd1ed4f404a2dda,0.00%,47.73MiB / 512MiB,9.32%
2026-04-20T18:09:02Z,8c240331e94a063d2b64a8b8a9cb0a2380a64790faabc2f4f55ae505f342d41e,1.63%,277.8MiB / 1GiB,27.13%
2026-04-20T18:09:02Z,735f81c8f13e50c17f76e4a237e3d2d6805825cdb4495792c497889c396d270f,0.18%,268.8MiB / 1GiB,26.25%
2026-04-20T18:09:02Z,8b1931ea1977ce92f55d0a98e568c5cce0d52bd6750daa20d38ddddecab31302,2.99%,313.6MiB / 1GiB,30.62%
